Symbol,Open Interest,Open Interest.1,chng in OI,%chng in OI,Volume,Futures Value,Options Value,Total Value,Underlying value
ATHERENERG,22006,15621,6385,40.87,114583,75106.89303,22025.47031,97132.36335,1717
ADANIENSOL,46903,33673,13230,39.29,72053,214179.56327,13641.68418,227821.24746,1417
KAYNES,49710,37210,12500,33.59,80989,63781.75611,11909.50717,75691.26328,3685
ADANIENT,94379,72148,22231,30.81,178924,261938.18747,28517.53506,290455.72254,2859
ETERNAL,109416,88737,20679,23.3,147769,350432.8021,16193.28936,366626.09146,328
LAURUSLABS,43055,35480,7575,21.35,74592,291822.25857,15550.63661,307372.89518,1915
SAGILITY,10325,8851,1474,16.65,29266,25779.8256,4941.0228,30720.8484,47
FINNIFTY,6508,5636,872,15.47,12510,1548.39098,1826.80362,3375.19461,26293
AUROPHARMA,30131,26354,3777,14.33,53062,49136.24413,9642.01986,58778.26399,1717
NIFTY,9961843,8727129,1234714,14.15,134467897,805678.5345,4359494.3531,5165172.8876,24080
OIL,13627,12064,1563,12.96,18608,17620.16914,2705.47914,20325.64828,483
BDL,42647,37902,4745,12.52,32451,21493.54408,2784.58045,24278.12453,1275
NIFTYFPI,38,34,4,11.76,20,173.5877,0.6435,174.2312,1568
ANGELONE,27704,24790,2914,11.75,35860,51872.16625,4873.3795,56745.54575,286
MUTHOOTFIN,45232,40817,4415,10.82,43644,39472.99521,6361.61806,45834.61327,2978
RADICO,10415,9411,1004,10.67,5322,9502.34332,403.73248,9906.07581,4485
ADANIPORTS,73094,66253,6841,10.33,72032,100929.42276,7162.44211,108091.86488,1593
ADANIPOWER,82784,75047,7737,10.31,60487,96946.44128,6184.89484,103131.33613,198
MANKIND,18588,16989,1599,9.41,8614,7213.03875,477.98485,7691.0236,2419
GMRAIRPORT,35409,32574,2835,8.7,15845,33661.68619,1063.99788,34725.68408,93
BSE,140364,129709,10655,8.21,226775,180461.32904,29233.32582,209694.65486,3282
MAHABANK,5003,4632,371,8.01,2402,3073.7161,170.8655,3244.5816,82
HDFCBANK,967294,898128,69166,7.7,1157378,523870.78692,71677.02938,595547.8163,709
PIIND,36068,33540,2528,7.54,11166,8093.39984,704.30538,8797.70522,2370
RVNL,40704,38077,2627,6.9,9810,5576.21295,650.16316,6226.37611,210
RBLBANK,17625,16533,1092,6.6,5634,13879.51377,876.54796,14756.06173,380
HEROMOTOCO,44755,42031,2724,6.48,19441,36656.11816,2109.65218,38765.77035,5450
BAJAJ-AUTO,44523,41877,2646,6.32,59513,32832.67881,8090.79473,40923.47355,12130
BHARTIARTL,198199,186530,11669,6.26,90314,139181.51562,8064.87841,147246.39403,1811
PERSISTENT,43659,41119,2540,6.18,93296,85763.02922,11599.21927,97362.2485,5594
NATIONALUM,39782,37474,2308,6.16,23261,28520.913,3041.289,31562.202,381
INDIANB,15578,14677,901,6.14,6644,10289.7298,841.3821,11131.1119,898
TATAELXSI,27319,25769,1550,6.01,13619,8284.45986,984.90716,9269.36702,3578
HYUNDAI,20271,19198,1073,5.59,10252,16583.83017,946.67331,17530.50348,2205
INDIGO,71035,67396,3639,5.4,34220,47639.67648,3707.34463,51347.02111,5234
KEI,18227,17307,920,5.32,11965,23967.35824,1714.70188,25682.06012,5740
360ONE,12781,12168,613,5.04,13056,16691.8926,1194.2503,17886.1429,1175
ASHOKLEY,49463,47115,2348,4.98,15509,26089.777,2347.0915,28436.8685,175
NAM-INDIA,15498,14774,724,4.9,8617,41524.08837,439.40143,41963.48981,1172
BANKNIFTY,951364,907017,44347,4.89,1584240,251294.73789,244756.18465,496050.92255,58024
MCX,67397,64269,3128,4.87,87018,70344.50379,15786.00346,86130.50726,3400
FORCEMOT,17125,16333,792,4.85,10516,7485.90215,927.53513,8413.43728,17526
MAZDOCK,40436,38627,1809,4.68,18386,15631.55073,1809.9049,17441.45563,2480
OFSS,25334,24205,1129,4.66,26528,41383.44973,7105.12121,48488.57094,12540
BIOCON,32264,30873,1391,4.51,11013,21497.2475,1500.76225,22998.00975,412
POWERINDIA,38832,37194,1638,4.4,16684,20766.45622,2319.72667,23086.18289,33760
MOTHERSON,33267,31888,1379,4.32,9610,29962.15978,1248.43524,31210.59502,170
NTPC,124029,119016,5013,4.21,41929,44099.08575,1939.9923,46039.07805,327
BOSCHLTD,15569,14944,625,4.18,10455,17095.90694,1385.75347,18481.66042,50000
INOXWIND,30823,29627,1196,4.04,8789,7154.70464,832.67584,7987.38048,70
MIDCPNIFTY,72161,69364,2797,4.03,106489,49602.99188,16401.96387,66004.95576,15028
MARUTI,94846,91203,3643,3.99,69853,46762.30157,5604.80287,52367.10444,13547
INDUSTOWER,76649,73808,2841,3.85,14625,17872.2275,1200.60307,19072.83057,388
ITC,195019,187839,7180,3.82,71775,46464.90394,3152.33641,49617.24036,255
HINDUNILVR,106632,102785,3847,3.74,36509,32409.5421,2192.29869,34601.84079,1967
CUMMINSIND,37077,35757,1320,3.69,6691,21109.68822,684.67372,21794.36194,5105
APOLLOHOSP,34827,33591,1236,3.68,20193,26689.77272,2440.23352,29130.00625,8898
ABB,23416,22595,821,3.63,15829,26326.94631,2174.28472,28501.23103,7638
ADANIGREEN,60537,58420,2117,3.62,32436,47977.43298,4271.58252,52249.0155,1214
GODFRYPHLP,7899,7623,276,3.62,3795,4419.4739,278.08261,4697.55651,2104
SWIGGY,59463,57410,2053,3.58,14950,29897.53781,1026.16519,30923.70301,281
EICHERMOT,53505,51671,1834,3.55,18311,35512.89487,1584.60682,37097.50169,7953
APLAPOLLO,35604,34384,1220,3.55,15112,22705.43219,1683.98846,24389.42065,2223
BANKINDIA,26852,25937,915,3.53,7827,13857.26368,785.68152,14642.9452,141
LTF,33655,32509,1146,3.53,9712,16953.8553,1000.42425,17954.27955,321
CAMS,21111,20410,701,3.43,45873,29519.457,6137.21955,35656.67655,782
ZYDUSLIFE,18720,18106,614,3.39,9752,18724.14945,1498.79259,20222.94204,1161
BAJAJHLDNG,4292,4152,140,3.37,1413,4128.91491,95.75044,4224.66536,11644
PATANJALI,41628,40276,1352,3.36,7195,13367.67735,252.00612,13619.68347,345
BANDHANBNK,46473,44971,1502,3.34,15712,41846.16708,984.39516,42830.56224,163
SHREECEM,18333,17741,592,3.34,4309,7667.20707,175.2741,7842.48117,23200
IRFC,34357,33262,1095,3.29,6882,6237.34818,390.3575,6627.70568,83
KPITTECH,27300,26431,869,3.29,22305,12601.42064,1921.47687,14522.89751,585
HINDZINC,59953,58065,1888,3.25,67565,46866.36801,9100.02103,55966.38904,595
NHPC,30754,29794,960,3.22,6176,8319.5941,321.47711,8641.07122,76
BAJFINANCE,126234,122329,3905,3.19,37355,56883.31177,3729.9531,60613.26487,1057
RECLTD,59604,57807,1797,3.11,18965,18876.46351,1183.22725,20059.69077,323
VMM,17198,16687,511,3.06,6491,6934.8079,498.77157,7433.57948,110
